"trial_type","trial_index","plugin_version","time_elapsed","participant","prolific_pid","participant_id","session_token","study_id","session_id","screen_width","screen_height","group","card_set","walk_id","timestamp","window_left_ms","window_status","success","timeout","failed_images","failed_audio","failed_video","screen_id","rt","stimulus","response","view_history","value","card_up","card_down","chosen_card","chosen_side","rt_ms","deadline_missed","outcome","p_win_chosen","p_win_up","p_win_down","coins_delta","coins_total","phase","block","trial","trial_in_block","video_present","video_file","question_order","quiz_attempt","quiz_q1","quiz_q2","quiz_q3","quiz_q4","quiz_q5","quiz_q6","quiz_q7","quiz_q8","quiz_q9","quiz_all_correct","free_text_1","free_text_2","free_text_3","free_text_4","final_feedback"
"pavlovia","0","null","2418","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:27:30.383Z","0","ok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","18614","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:27:46.579Z","0","ok","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","2.1.0","30719","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:27:58.684Z","0","ok","","","","","","enter_fullscreen","12101","<div class=""screen-text"">
  <p>This experiment will be in fullscreen mode.</p>
  <p>Please make sure your browser is on 100% zoom, and your keyboard is on the English language.</p>
  <p>Please remain engaged and do not move your mouse cursor to any other computer window throughout the experiment.</p></div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","3","2.1.0","33541","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:28:01.506Z","0","ok","true","","","","","enter_fullscreen_confirm","1807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","4","2.1.0","165604","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:13.570Z","0","ok","","","","","","welcome_instructions_tips","132062","","","[{""page_index"":0,""viewing_time"":5485},{""page_index"":1,""viewing_time"":8971},{""page_index"":2,""viewing_time"":3913},{""page_index"":3,""viewing_time"":22142},{""page_index"":4,""viewing_time"":10364},{""page_index"":5,""viewing_time"":5504},{""page_index"":6,""viewing_time"":4695},{""page_index"":7,""viewing_time"":9863},{""page_index"":8,""viewing_time"":2566},{""page_index"":9,""viewing_time"":10575},{""page_index"":10,""viewing_time"":8685},{""page_index"":11,""viewing_time"":9171},{""page_index"":12,""viewing_time"":16642},{""page_index"":13,""viewing_time"":9766},{""page_index"":14,""viewing_time"":3720}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","2.1.0","172759","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:20.724Z","0","ok","","","","","","start-practice","7152","<div class=""screen-text"">
    <h1>Practice</h1>
    <p>You will now have four practice rounds. These are the cards that will be dealt in the practice:</p>
    <img class=""instruction-img"" src=""assets/instructions/deck_overview.png"" alt=""The practice deck"">
    <p class=""center muted"">Press SPACE to begin</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","6","2.1.0","172777","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:20.742Z","0","ok","","","","","","practice_novideo_zone_mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","2.1.0","181810","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:29.775Z","0","ok","","","","","","practice_trial","","","","","","1","4","null","null","null","true","null","null","null","null","0","0","practice","0","1","1","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","8","2.1.0","190838","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:38.803Z","0","ok","","","","","","practice_trial","","","","","","3","4","null","null","null","true","null","null","null","null","0","0","practice","0","2","2","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","9","2.1.0","195648","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:43.613Z","0","ok","","","","","","practice_trial","","","","","","4","2","4","up","1284","false","win","null","null","null","1","1","practice","0","3","3","false","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10","2.1.0","200577","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:48.542Z","0","ok","","","","","","practice_trial","","","","","","2","1","1","down","1403","false","loss","null","null","null","-1","0","practice","0","4","4","false","","","","","","","","","","","","","","","","","",""
"call-function","11","2.1.0","200578","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:48.543Z","0","ok","","","","","","practice_novideo_zone_unmount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","2.1.0","206625","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:54.590Z","0","ok","","","","","","video-practice","6045","<div class=""screen-text"">
    <h1>Videos at the casino station</h1>
    <p>As mentioned, from time to time the casino station will play a short video next to the card game (without sound)</p>
    <p>Let's practice four more rounds, this time with a video playing alongside the cards.</p>
    <p class=""center muted"">Press SPACE to begin</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","13","2.1.0","206630","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:54.595Z","0","ok","","","","","","practice_video_mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","14","2.1.0","211652","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:30:59.617Z","0","ok","","","","","","practice_trial","","","","","","1","4","1","up","1510","false","win","null","null","null","1","1","practice_video","0","5","1","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","2.1.0","216641","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:04.607Z","0","ok","","","","","","practice_trial","","","","","","2","4","2","up","1460","false","win","null","null","null","1","2","practice_video","0","6","2","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","16","2.1.0","220998","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:08.964Z","0","ok","","","","","","practice_trial","","","","","","2","4","4","down","826","false","loss","null","null","null","-1","1","practice_video","0","7","3","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","2.1.0","224953","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:12.918Z","0","ok","","","","","","practice_trial","","","","","","1","3","1","up","433","false","loss","null","null","null","-1","0","practice_video","0","8","4","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","18","2.1.0","224954","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:12.919Z","0","ok","","","","","","practice_video_unmount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","19","2.1.0","228728","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:16.693Z","0","ok","","","","","","end-practice","3773","<div class=""screen-text"">
    <h1>Practice Complete</h1>
    <p>Good job! You completed the practice.</p>
    <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","20","2.1.0","228728","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:16.694Z","0","ok","","","","","","practice_counter_reset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","2.1.0","236906","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:24.871Z","0","ok","","","","","","reminders","8176","<div class=""screen-text"">
  <h1>Reminders</h1>
  <p>Before you begin, here is a quick reminder of the key points from the instructions and tips:</p>
  <ul>
    <li>Each card's chance of winning is independent of the other cards — choose based on each card on its own.</li>
    <li>A card's chance of winning can change over time, so stay focused round to round.</li>
    <li>The location of the cards is random — select only based on the card you see, not its position on the screen.</li>
    <li>You will be able to track your gold coins in real time at the top of the screen.</li>
    <li>Note: your gold coins can go below 0 if you keep losing — there is no floor.</li>
  </ul>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","22","2.1.0","239532","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:31:27.498Z","0","ok","","","","","","instructions_test","2626","<div class=""screen-text"">
  <p>We will now start a short quiz about the instructions.</p>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","23","2.1.0","293838","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:32:21.803Z","0","ok","","","","","","instructions_test_quiz","54303","","{""quiz_q1"":""4"",""quiz_q2"":""2"",""quiz_q3"":""Press the UP arrow (top card) or DOWN arrow (bottom card)"",""quiz_q4"":""The goal is to earn as many gold coins as I can"",""quiz_q5"":""False - each card's winning chance is independent of the other cards"",""quiz_q6"":""False - a card's winning chance can change as the game goes on, so I should stay focused"",""quiz_q7"":""False - you won't win more or less using UP or DOWN. Only the card itself is related to your chances of winning."",""quiz_q8"":""True - the videos are here to make the task more enjoyable and you can look at them freely"",""quiz_q9"":""It is randomly determined by the dealer each round""}","","","","","","","","","","","","","","","","","","","","","[0,1,2,3,4,5,6,7,8]","1","4","2","Press the UP arrow (top card) or DOWN arrow (bottom card)","The goal is to earn as many gold coins as I can","False - each card's winning chance is independent of the other cards","False - a card's winning chance can change as the game goes on, so I should stay focused","False - you won't win more or less using UP or DOWN. Only the card itself is related to your chances of winning.","True - the videos are here to make the task more enjoyable and you can look at them freely","It is randomly determined by the dealer each round","true","","","","",""
"survey-text","25","2.1.0","335946","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:33:03.911Z","0","ok","","","","","","feedback_instructions","42101","","{""free_text_1"":""win gold coins"",""free_text_2"":""choosing the right card "",""free_text_3"":""up and down they do not influence winning"",""free_text_4"":""entertainment""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","win gold coins","choosing the right card ","up and down they do not influence winning","entertainment",""
"html-keyboard-response","26","2.1.0","348990","","69f47d32f5266919ffefbcde","8wz0rk6k","ukas7f0v","6a645a5fa766b6fd5a83642a","6a6f37a54cb32522d533e448","1536","960","B","set2","3","2026-08-02T12:33:16.955Z","0","ok","","","","","","start_exp_cards","13043","<div class=""screen-text"">
  <p>We will now move on to the real game.</p>
  <p>You will play 4 events with 50 choice rounds in each event.</p>
  <p>Please note that participants who engage with the task and pay close attention earn a higher bonus than participants who respond randomly.</p>
  <p>Good luck!</p>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
